Feb 15, 2020	0
Feb 16, 2020	0
Feb 17, 2020	0
Feb 18, 2020	0
Feb 19, 2020	0
Feb 20, 2020	0
Feb 21, 2020	0
Feb 22, 2020	0
Feb 23, 2020	0
Feb 24, 2020	0
Feb 25, 2020	0
Feb 26, 2020	0
Feb 27, 2020	0
Feb 28, 2020	0
Feb 29, 2020	0
Mar 01, 2020	0
Mar 02, 2020	0
Mar 03, 2020	0
Mar 04, 2020	1
Mar 05, 2020	1
Mar 06, 2020	5
Mar 07, 2020	6
Mar 08, 2020	11
Mar 09, 2020	17
Mar 10, 2020	22
Mar 11, 2020	31
Mar 12, 2020	50
Mar 13, 2020	66
Mar 14, 2020	100
Mar 15, 2020	121
Mar 16, 2020	172
Mar 17, 2020	232
Mar 18, 2020	281
Mar 19, 2020	349
Mar 20, 2020	419
Mar 21, 2020	530
Mar 22, 2020	626
Mar 23, 2020	740
Mar 24, 2020	890
Mar 25, 2020	1030
Mar 26, 2020	1198
Mar 27, 2020	1366
Mar 28, 2020	1613
Mar 29, 2020	1833
Mar 30, 2020	2017
Mar 31, 2020	2271
Apr 01, 2020	2455
Apr 02, 2020	2833
Apr 03, 2020	3256
Apr 04, 2020	3432
Apr 05, 2020	3874
Apr 06, 2020	4144
Apr 07, 2020	4528
Apr 08, 2020	4824
Apr 09, 2020	5117
Apr 10, 2020	5456
Apr 11, 2020	5773
Apr 12, 2020	6003
Apr 13, 2020	6202
Apr 14, 2020	6321
Apr 15, 2020	6628
Apr 16, 2020	6830
Apr 17, 2020	7181
Apr 18, 2020	7414
Apr 19, 2020	7887
Apr 20, 2020	8080
Apr 21, 2020	8158
Apr 22, 2020	8230
Apr 23, 2020	8317
Apr 24, 2020	8454
Apr 25, 2020	8623
Apr 26, 2020	8817
Apr 27, 2020	8874
Apr 28, 2020	8967
Apr 29, 2020	8991
Apr 30, 2020	8997
May 01, 2020	8963
May 02, 2020	8949
May 03, 2020	9070
May 04, 2020	9213
May 05, 2020	9435
May 06, 2020	9352
May 07, 2020	9430
May 08, 2020	9406
May 09, 2020	9429
May 10, 2020	9498
May 11, 2020	9699
May 12, 2020	9951
May 13, 2020	9933
May 14, 2020	10036
May 15, 2020	10191
May 16, 2020	10167
May 17, 2020	10153
May 18, 2020	10321
May 19, 2020	10417
May 20, 2020	10594
May 21, 2020	10719
May 22, 2020	10906
May 23, 2020	10961
May 24, 2020	11136
May 25, 2020	11348
May 26, 2020	11030
May 27, 2020	11115
May 28, 2020	11227
May 29, 2020	11412
May 30, 2020	11494
May 31, 2020	11451
Jun 01, 2020	11642
Jun 02, 2020	11577
Jun 03, 2020	11558
Jun 04, 2020	11704
Jun 05, 2020	11863
Jun 06, 2020	12192
Jun 07, 2020	12549
Jun 08, 2020	12996
Jun 09, 2020	13181
Jun 10, 2020	13225
Jun 11, 2020	13290
Jun 12, 2020	13550
Jun 13, 2020	13676
Jun 14, 2020	13919
Jun 15, 2020	14149
Jun 16, 2020	14269
Jun 17, 2020	14494
Jun 18, 2020	14382
Jun 19, 2020	14284
Jun 20, 2020	14093
Jun 21, 2020	13892
Jun 22, 2020	13792
Jun 23, 2020	13579
Jun 24, 2020	13291
Jun 25, 2020	13053
Jun 26, 2020	12748
Jun 27, 2020	12307
Jun 28, 2020	11921
Jun 29, 2020	11813
Jun 30, 2020	11649
Jul 01, 2020	11507
Jul 02, 2020	11445
Jul 03, 2020	11247
Jul 04, 2020	11080
Jul 05, 2020	10687
Jul 06, 2020	10668
Jul 07, 2020	10646
Jul 08, 2020	10269
Jul 09, 2020	9923
Jul 10, 2020	9606
Jul 11, 2020	9318
Jul 12, 2020	9172
Jul 13, 2020	9099
Jul 14, 2020	9113
Jul 15, 2020	8635
Jul 16, 2020	8521
