Feb 15, 2020	0
Feb 16, 2020	0
Feb 17, 2020	0
Feb 18, 2020	0
Feb 19, 2020	0
Feb 20, 2020	0
Feb 21, 2020	0
Feb 22, 2020	0
Feb 23, 2020	0
Feb 24, 2020	0
Feb 25, 2020	0
Feb 26, 2020	0
Feb 27, 2020	0
Feb 28, 2020	0
Feb 29, 2020	2
Mar 01, 2020	0
Mar 02, 2020	0
Mar 03, 2020	1
Mar 04, 2020	0
Mar 05, 2020	0
Mar 06, 2020	1
Mar 07, 2020	0
Mar 08, 2020	1
Mar 09, 2020	9
Mar 10, 2020	3
Mar 11, 2020	1
Mar 12, 2020	1
Mar 13, 2020	7
Mar 14, 2020	5
Mar 15, 2020	20
Mar 16, 2020	131
Mar 17, 2020	63
Mar 18, 2020	60
Mar 19, 2020	147
Mar 20, 2020	47
Mar 21, 2020	144
Mar 22, 2020	131
Mar 23, 2020	99
Mar 24, 2020	97
Mar 25, 2020	91
Mar 26, 2020	138
Mar 27, 2020	172
Mar 28, 2020	122
Mar 29, 2020	102
Mar 30, 2020	120
Mar 31, 2020	221
Apr 01, 2020	180
Apr 02, 2020	303
Apr 03, 2020	265
Apr 04, 2020	132
Apr 05, 2020	339
Apr 06, 2020	609
Apr 07, 2020	269
Apr 08, 2020	228
Apr 09, 2020	226
Apr 10, 2020	206
Apr 11, 2020	316
Apr 12, 2020	219
Apr 13, 2020	266
Apr 14, 2020	341
Apr 15, 2020	546
Apr 16, 2020	536
Apr 17, 2020	106
Apr 18, 2020	613
Apr 19, 2020	710
Apr 20, 2020	544
Apr 21, 2020	673
Apr 22, 2020	511
Apr 23, 2020	981
Apr 24, 2020	883
Apr 25, 2020	783
Apr 26, 2020	605
Apr 27, 2020	587
Apr 28, 2020	697
Apr 29, 2020	913
Apr 30, 2020	948
May 01, 2020	1619
May 02, 2020	930
May 03, 2020	1062
May 04, 2020	857
May 05, 2020	1108
May 06, 2020	1165
May 07, 2020	1430
May 08, 2020	1791
May 09, 2020	2301
May 10, 2020	1598
May 11, 2020	607
May 12, 2020	1733
May 13, 2020	2624
May 14, 2020	490
May 15, 2020	1430
May 16, 2020	1581
May 17, 2020	1352
May 18, 2020	1974
May 19, 2020	1841
May 20, 2020	1932
May 21, 2020	2193
May 22, 2020	2603
May 23, 2020	1743
May 24, 2020	2164
May 25, 2020	1748
May 26, 2020	1356
May 27, 2020	1446
May 28, 2020	2076
May 29, 2020	2801
May 30, 2020	2429
May 31, 2020	3039
Jun 01, 2020	2964
Jun 02, 2020	3938
Jun 03, 2020	4065
Jun 04, 2020	4801
Jun 05, 2020	3985
Jun 06, 2020	4734
Jun 07, 2020	4960
Jun 08, 2020	4728
Jun 09, 2020	4646
Jun 10, 2020	5385
Jun 11, 2020	5834
Jun 12, 2020	6397
Jun 13, 2020	6472
Jun 14, 2020	6825
Jun 15, 2020	5248
Jun 16, 2020	4443
Jun 17, 2020	5839
Jun 18, 2020	5358
Jun 19, 2020	4944
Jun 20, 2020	6604
Jun 21, 2020	4951
Jun 22, 2020	4471
Jun 23, 2020	3946
Jun 24, 2020	3892
Jun 25, 2020	4044
Jun 26, 2020	2775
Jun 27, 2020	3138
Jun 28, 2020	4072
Jun 29, 2020	3557
Jun 30, 2020	2825
Jul 01, 2020	4133
Jul 02, 2020	4339
Jul 03, 2020	4087
Jul 04, 2020	3387
Jul 05, 2020	3191
Jul 06, 2020	3344
Jul 07, 2020	2691
Jul 08, 2020	2980
Jul 09, 2020	3359
Jul 10, 2020	2751
Jul 11, 2020	2752
Jul 12, 2020	2521
Jul 13, 2020	2753
Jul 14, 2020	1979
Jul 15, 2020	2165
Jul 16, 2020	2145
Jul 17, 2020	2085
Jul 18, 2020	1917
Jul 19, 2020	1580
