Feb 15, 2020	0
Feb 16, 2020	0
Feb 17, 2020	0
Feb 18, 2020	0
Feb 19, 2020	0
Feb 20, 2020	0
Feb 21, 2020	0
Feb 22, 2020	0
Feb 23, 2020	0
Feb 24, 2020	0
Feb 25, 2020	1
Feb 26, 2020	1
Feb 27, 2020	1
Feb 28, 2020	1
Feb 29, 2020	2
Mar 01, 2020	2
Mar 02, 2020	2
Mar 03, 2020	2
Mar 04, 2020	3
Mar 05, 2020	8
Mar 06, 2020	13
Mar 07, 2020	19
Mar 08, 2020	25
Mar 09, 2020	25
Mar 10, 2020	34
Mar 11, 2020	52
Mar 12, 2020	77
Mar 13, 2020	150
Mar 14, 2020	150
Mar 15, 2020	198
Mar 16, 2020	232
Mar 17, 2020	344
Mar 18, 2020	525
Mar 19, 2020	634
Mar 20, 2020	962
Mar 21, 2020	1164
Mar 22, 2020	1527
Mar 23, 2020	1898
Mar 24, 2020	2211
Mar 25, 2020	2507
Mar 26, 2020	2919
Mar 27, 2020	3339
Mar 28, 2020	3807
Mar 29, 2020	4139
Mar 30, 2020	4373
Mar 31, 2020	5420
Apr 01, 2020	6548
Apr 02, 2020	7636
Apr 03, 2020	8753
Apr 04, 2020	9843
Apr 05, 2020	10700
Apr 06, 2020	11556
Apr 07, 2020	13295
Apr 08, 2020	15328
Apr 09, 2020	17116
Apr 10, 2020	18655
Apr 11, 2020	19762
Apr 12, 2020	20916
Apr 13, 2020	22056
Apr 14, 2020	9798
Apr 15, 2020	12940
Apr 16, 2020	14835
Apr 17, 2020	17657
Apr 18, 2020	20494
Apr 19, 2020	14207
Apr 20, 2020	16183
Apr 21, 2020	16177
Apr 22, 2020	17707
Apr 23, 2020	19798
Apr 24, 2020	21878
Apr 25, 2020	26229
Apr 26, 2020	28690
Apr 27, 2020	31086
Apr 28, 2020	35594
Apr 29, 2020	40051
Apr 30, 2020	43905
May 01, 2020	48052
May 02, 2020	49279
May 03, 2020	51558
May 04, 2020	55566
May 05, 2020	59060
May 06, 2020	67198
May 07, 2020	71738
May 08, 2020	77232
May 09, 2020	84399
May 10, 2020	87325
May 11, 2020	90869
May 12, 2020	93367
May 13, 2020	98388
May 14, 2020	110333
May 15, 2020	119391
May 16, 2020	128860
May 17, 2020	131895
May 18, 2020	139171
May 19, 2020	148295
May 20, 2020	159057
May 21, 2020	166225
May 22, 2020	175841
May 23, 2020	184297
May 24, 2020	192558
May 25, 2020	200942
May 26, 2020	210918
May 27, 2020	224116
May 28, 2020	220719
May 29, 2020	249230
May 30, 2020	266382
May 31, 2020	281216
Jun 01, 2020	290583
Jun 02, 2020	287127
Jun 03, 2020	287739
Jun 04, 2020	309422
Jun 05, 2020	325020
Jun 06, 2020	338371
Jun 07, 2020	356308
Jun 08, 2020	350934
Jun 09, 2020	381120
Jun 10, 2020	358238
Jun 11, 2020	371169
Jun 12, 2020	394715
Jun 13, 2020	383822
Jun 14, 2020	390473
Jun 15, 2020	397444
Jun 16, 2020	422353
Jun 17, 2020	413942
Jun 18, 2020	435917
Jun 19, 2020	473309
Jun 20, 2020	481191
Jun 21, 2020	461384
Jun 22, 2020	485130
Jun 23, 2020	489896
Jun 24, 2020	493339
Jun 25, 2020	533060
Jun 26, 2020	531409
Jun 27, 2020	548067
Jun 28, 2020	558991
Jun 29, 2020	559952
Jun 30, 2020	564211
Jul 01, 2020	571349
Jul 02, 2020	528766
Jul 03, 2020	539864
Jul 04, 2020	541183
Jul 05, 2020	567004
Jul 06, 2020	587954
Jul 07, 2020	541594
Jul 08, 2020	536345
Jul 09, 2020	543640
Jul 10, 2020	554626
Jul 11, 2020	562334
Jul 12, 2020	587180
Jul 13, 2020	608315
Jul 14, 2020	650460
Jul 15, 2020	646944
Jul 16, 2020	578164
