Feb 15, 2020	15
Feb 16, 2020	14
Feb 17, 2020	13
Feb 18, 2020	11
Feb 19, 2020	7
Feb 20, 2020	5
Feb 21, 2020	5
Feb 22, 2020	5
Feb 23, 2020	5
Feb 24, 2020	5
Feb 25, 2020	2
Feb 26, 2020	2
Feb 27, 2020	3
Feb 28, 2020	5
Feb 29, 2020	5
Mar 01, 2020	7
Mar 02, 2020	7
Mar 03, 2020	14
Mar 04, 2020	28
Mar 05, 2020	33
Mar 06, 2020	60
Mar 07, 2020	70
Mar 08, 2020	75
Mar 09, 2020	93
Mar 10, 2020	105
Mar 11, 2020	123
Mar 12, 2020	132
Mar 13, 2020	165
Mar 14, 2020	203
Mar 15, 2020	386
Mar 16, 2020	511
Mar 17, 2020	622
Mar 18, 2020	728
Mar 19, 2020	823
Mar 20, 2020	940
Mar 21, 2020	1061
Mar 22, 2020	1157
Mar 23, 2020	1345
Mar 24, 2020	1425
Mar 25, 2020	1577
Mar 26, 2020	1793
Mar 27, 2020	1876
Mar 28, 2020	1973
Mar 29, 2020	2047
Mar 30, 2020	2110
Mar 31, 2020	2186
Apr 01, 2020	2218
Apr 02, 2020	2299
Apr 03, 2020	2453
Apr 04, 2020	2511
Apr 05, 2020	2596
Apr 06, 2020	2490
Apr 07, 2020	2579
Apr 08, 2020	2567
Apr 09, 2020	2553
Apr 10, 2020	2446
Apr 11, 2020	2462
Apr 12, 2020	2499
Apr 13, 2020	2464
Apr 14, 2020	2427
Apr 15, 2020	2342
Apr 16, 2020	2332
Apr 17, 2020	2198
Apr 18, 2020	2115
Apr 19, 2020	2103
Apr 20, 2020	2041
Apr 21, 2020	2041
Apr 22, 2020	1987
Apr 23, 2020	1966
Apr 24, 2020	1932
Apr 25, 2020	1882
Apr 26, 2020	1820
Apr 27, 2020	1764
Apr 28, 2020	1719
Apr 29, 2020	1758
Apr 30, 2020	1729
May 01, 2020	1758
May 02, 2020	1747
May 03, 2020	1780
May 04, 2020	1764
May 05, 2020	1710
May 06, 2020	1619
May 07, 2020	1584
May 08, 2020	1564
May 09, 2020	1552
May 10, 2020	1523
May 11, 2020	1504
May 12, 2020	1410
May 13, 2020	1387
May 14, 2020	1356
May 15, 2020	1304
May 16, 2020	1247
May 17, 2020	1210
May 18, 2020	1213
May 19, 2020	1218
May 20, 2020	1189
May 21, 2020	1149
May 22, 2020	1163
May 23, 2020	1158
May 24, 2020	1185
May 25, 2020	1323
May 26, 2020	1448
May 27, 2020	1421
May 28, 2020	1345
May 29, 2020	1382
May 30, 2020	1317
May 31, 2020	1351
Jun 01, 2020	1338
Jun 02, 2020	1292
Jun 03, 2020	1324
Jun 04, 2020	1573
Jun 05, 2020	1540
Jun 06, 2020	1551
Jun 07, 2020	1531
Jun 08, 2020	1518
Jun 09, 2020	1244
Jun 10, 2020	1206
Jun 11, 2020	1186
Jun 12, 2020	1115
Jun 13, 2020	1014
Jun 14, 2020	986
Jun 15, 2020	973
Jun 16, 2020	651
Jun 17, 2020	521
Jun 18, 2020	408
Jun 19, 2020	344
Jun 20, 2020	289
Jun 21, 2020	295
Jun 22, 2020	289
Jun 23, 2020	283
Jun 24, 2020	244
Jun 25, 2020	208
Jun 26, 2020	191
Jun 27, 2020	187
Jun 28, 2020	195
Jun 29, 2020	182
Jun 30, 2020	164
Jul 01, 2020	144
Jul 02, 2020	85
Jul 03, 2020	81
Jul 04, 2020	76
Jul 05, 2020	77
Jul 06, 2020	71
Jul 07, 2020	72
Jul 08, 2020	70
Jul 09, 2020	63
Jul 10, 2020	64
Jul 11, 2020	67
Jul 12, 2020	77
Jul 13, 2020	83
Jul 14, 2020	83
Jul 15, 2020	86
Jul 16, 2020	77
Jul 17, 2020	92
Jul 18, 2020	96
Jul 19, 2020	103
Jul 20, 2020	122
Jul 21, 2020	130
Jul 22, 2020	142
Jul 23, 2020	143
Jul 24, 2020	161
Jul 25, 2020	167
Jul 26, 2020	173
Jul 27, 2020	179
Jul 28, 2020	212
Jul 29, 2020	220
Jul 30, 2020	223
Jul 31, 2020	207
Aug 01, 2020	213
Aug 02, 2020	210
Aug 03, 2020	208
Aug 04, 2020	193
Aug 05, 2020	196
Aug 06, 2020	200
Aug 07, 2020	210
Aug 08, 2020	170
Aug 09, 2020	174
Aug 10, 2020	166
Aug 11, 2020	169
Aug 12, 2020	172
Aug 13, 2020	183
Aug 14, 2020	196
Aug 15, 2020	219
Aug 16, 2020	216
Aug 17, 2020	211
Aug 18, 2020	192
Aug 19, 2020	185
Aug 20, 2020	183
Aug 21, 2020	179
Aug 22, 2020	183
Aug 23, 2020	183
Aug 24, 2020	184
Aug 25, 2020	189
Aug 26, 2020	188
Aug 27, 2020	177
Aug 28, 2020	151
Aug 29, 2020	154
Aug 30, 2020	160
Aug 31, 2020	159
Sep 01, 2020	151
Sep 02, 2020	153
Sep 03, 2020	163
Sep 04, 2020	165
Sep 05, 2020	150
Sep 06, 2020	154
Sep 07, 2020	207
Sep 08, 2020	295
Sep 09, 2020	312
Sep 10, 2020	333
Sep 11, 2020	501
Sep 12, 2020	551
Sep 13, 2020	591
Sep 14, 2020	615
Sep 15, 2020	632
Sep 16, 2020	668
Sep 17, 2020	674
Sep 18, 2020	754
Sep 19, 2020	722
Sep 20, 2020	734
Sep 21, 2020	751
Sep 22, 2020	665
Sep 23, 2020	770
Sep 24, 2020	778
Sep 25, 2020	858
Sep 26, 2020	851
Sep 27, 2020	950
Sep 28, 2020	1011
Sep 29, 2020	1062
Sep 30, 2020	1121
Oct 01, 2020	1334
Oct 02, 2020	1540
Oct 03, 2020	1735
Oct 04, 2020	1961
Oct 05, 2020	2336
Oct 06, 2020	2936
Oct 07, 2020	3351
Oct 08, 2020	3703
Oct 09, 2020	3863
Oct 10, 2020	4161
Oct 11, 2020	4587
Oct 12, 2020	5039
Oct 13, 2020	5345
Oct 14, 2020	5768
Oct 15, 2020	5945
Oct 16, 2020	6323
Oct 17, 2020	6886
Oct 18, 2020	7049
Oct 19, 2020	7456
Oct 20, 2020	7681
Oct 21, 2020	7827
Oct 22, 2020	8183
Oct 23, 2020	8416
Oct 24, 2020	8966
Oct 25, 2020	9202
Oct 26, 2020	9744
Oct 27, 2020	9903
Oct 28, 2020	10123
